-7.364540547132492065e-02,1.649485528469085693e-02,7.668999433517456055e-01,9.986723065376281738e-01,-5.147270113229751587e-02,1.327975653111934662e-03,1.546218059957027435e-03,-2.489653080701828003e-01,4.177682697772979736e-01,2.828537225723266602e-01,1.428510189056396484e+00,-2.200892120599746704e-01,-3.618686646223068237e-02,-1.530430614948272705e-01,1.417765170335769653e-01,-1.115142926573753357e-01,2.949736714363098145e-01,-1.778809875249862671e-01,-4.746745899319648743e-02,-8.450866490602493286e-02,7.159801572561264038e-02,1.568173915147781372e-01,1.267809271812438965e-01,3.040767312049865723e-01,-3.744406998157501221e-01,9.466338753700256348e-01,2.336717844009399414e-01,7.888748496770858765e-02,5.527190864086151123e-02,1.616569608449935913e-01,-2.695638835430145264e-01,4.766101539134979248e-01,9.134315848350524902e-01,-2.274079173803329468e-01,8.400127291679382324e-02,-3.273016214370727539e-02
-4.626247286796569824e-02,1.482047326862812042e-02,7.702708244323730469e-01,9.988588690757751465e-01,-4.563872516155242920e-02,-1.583538018167018890e-03,-1.398408319801092148e-02,-3.060903549194335938e-01,4.174428582191467285e-01,3.344438374042510986e-01,1.379554390907287598e+00,-2.554808557033538818e-01,-2.166525227949023247e-03,-8.796808868646621704e-02,1.425915360450744629e-01,-7.368279993534088135e-02,2.649570107460021973e-01,-1.977799683809280396e-01,-5.123208835721015930e-02,-5.912447720766067505e-02,5.658629164099693298e-02,1.634006202220916748e-01,1.437879651784896851e-01,2.959706485271453857e-01,-3.386411368846893311e-01,9.499121904373168945e-01,2.163177430629730225e-01,7.656721770763397217e-02,5.959052219986915588e-02,1.373146474361419678e-01,-2.946352362632751465e-01,4.833820462226867676e-01,8.783712983131408691e-01,-2.306278795003890991e-01,8.573806285858154297e-02,-3.324878960847854614e-02
-1.466649025678634644e-02,1.339204516261816025e-02,7.715669870376586914e-01,9.987941384315490723e-01,-4.040645807981491089e-02,-2.385508501902222633e-03,-2.778319083154201508e-02,-3.647240996360778809e-01,3.879696130752563477e-01,3.652811944484710693e-01,1.272297143936157227e+00,-2.593427598476409912e-01,-3.304681973531842232e-03,-3.433979675173759460e-02,1.397031843662261963e-01,-3.963307291269302368e-02,2.421260029077529907e-01,-2.156414687633514404e-01,-5.673702433705329895e-02,-3.730383142828941345e-02,4.332805424928665161e-02,1.668265610933303833e-01,1.573120802640914917e-01,2.879557013511657715e-01,-3.081255257129669189e-01,9.494130611419677734e-01,2.056253105401992798e-01,7.504042237997055054e-02,6.412415206432342529e-02,1.111932620406150818e-01,-3.190456032752990723e-01,4.872681498527526855e-01,8.455895781517028809e-01,-2.282947748899459839e-01,8.517903834581375122e-02,-3.017861396074295044e-02
1.435497403144836426e-02,1.179824676364660263e-02,7.707206010818481445e-01,9.985029697418212891e-01,-3.801577910780906677e-02,-6.782012642361223698e-04,-3.932115808129310608e-02,-4.169797003269195557e-01,3.568740487098693848e-01,3.872641921043395996e-01,1.119621872901916504e+00,-2.443024516105651855e-01,-2.076574228703975677e-02,1.452377811074256897e-02,1.387470811605453491e-01,-1.544673927128314972e-02,2.226395159959793091e-01,-2.360590547323226929e-01,-6.309807300567626953e-02,-1.868548616766929626e-02,3.616329282522201538e-02,1.678570955991744995e-01,1.638031899929046631e-01,2.809495329856872559e-01,-2.856312096118927002e-01,9.475197196006774902e-01,2.032070308923721313e-01,7.481946051120758057e-02,6.892106682062149048e-02,8.663458377122879028e-02,-3.437719643115997314e-01,4.871253073215484619e-01,8.143613338470458984e-01,-2.185720801353454590e-01,8.062446862459182739e-02,-2.675225585699081421e-02
4.386791586875915527e-02,1.035342644900083542e-02,7.684232592582702637e-01,9.981049299240112305e-01,-3.789720684289932251e-02,3.340766532346606255e-03,-4.836465045809745789e-02,-4.574639201164245605e-01,3.271389901638031006e-01,3.999991714954376221e-01,9.311055541038513184e-01,-2.131225317716598511e-01,-4.537289217114448547e-02,5.996776744723320007e-02,1.396258324384689331e-01,2.548155316617339849e-04,2.034497559070587158e-01,-2.572602629661560059e-01,-6.880859285593032837e-02,-1.809983281418681145e-03,3.314208984375000000e-02,1.646610498428344727e-01,1.651878803968429565e-01,2.759407758712768555e-01,-2.705454528331756592e-01,9.444948434829711914e-01,2.042579054832458496e-01,7.329139858484268188e-02,7.765735685825347900e-02,6.556849181652069092e-02,-3.680550456047058105e-01,4.829281568527221680e-01,7.847945094108581543e-01,-2.031630277633666992e-01,7.476479560136795044e-02,-2.340515889227390289e-02
7.562035322189331055e-02,9.442061185836791992e-03,7.651737928390502930e-01,9.976418614387512207e-01,-3.874760493636131287e-02,9.411485865712165833e-03,-5.586415901780128479e-02,-4.839151203632354736e-01,2.905957400798797607e-01,4.001877903938293457e-01,7.087470889091491699e-01,-1.538665741682052612e-01,-7.491707801818847656e-02,9.949643164873123169e-02,1.402261257171630859e-01,1.297780778259038925e-02,1.871468424797058105e-01,-2.791599929332733154e-01,-7.241394370794296265e-02,1.366571150720119476e-02,3.118801116943359375e-02,1.563206762075424194e-01,1.636309772729873657e-01,2.733474969863891602e-01,-2.627495527267456055e-01,9.427352547645568848e-01,2.056043446063995361e-01,7.030483335256576538e-02,8.806370198726654053e-02,4.891269654035568237e-02,-3.905659615993499756e-01,4.761614501476287842e-01,7.583917379379272461e-01,-1.880300343036651611e-01,6.952439248561859131e-02,-1.972510293126106262e-02
1.089832782745361328e-01,9.183230809867382050e-03,7.610126137733459473e-01,9.971421957015991211e-01,-3.946521878242492676e-02,1.630347780883312225e-02,-6.232269108295440674e-02,-4.863853752613067627e-01,2.481736987829208374e-01,4.092493653297424316e-01,4.574266672134399414e-01,-8.023820817470550537e-02,-1.026143431663513184e-01,1.318392902612686157e-01,1.384599357843399048e-01,2.759711071848869324e-02,1.819981038570404053e-01,-3.041169345378875732e-01,-7.119341939687728882e-02,2.853590995073318481e-02,2.827242575585842133e-02,1.458000391721725464e-01,1.608843952417373657e-01,2.721261382102966309e-01,-2.610140740871429443e-01,9.422984719276428223e-01,2.103555202484130859e-01,7.054309546947479248e-02,9.679005295038223267e-02,3.647956997156143188e-02,-4.099614024162292480e-01,4.700887203216552734e-01,7.397002577781677246e-01,-1.780695766210556030e-01,6.428980827331542969e-02,-1.560133602470159531e-02
1.415578126907348633e-01,9.667444974184036255e-03,7.558549046516418457e-01,9.964386224746704102e-01,-4.252165183424949646e-02,2.183122746646404266e-02,-6.946484744548797607e-02,-4.579886496067047119e-01,2.180339246988296509e-01,4.500030875205993652e-01,2.071569263935089111e-01,-3.589781373739242554e-02,-1.291792690753936768e-01,1.608329266309738159e-01,1.410826891660690308e-01,4.422187060117721558e-02,1.895337998867034912e-01,-3.271354436874389648e-01,-6.658036261796951294e-02,4.662777110934257507e-02,3.054691478610038757e-02,1.382918655872344971e-01,1.539464890956878662e-01,2.713927030563354492e-01,-2.643107771873474121e-01,9.435162544250488281e-01,2.198943942785263062e-01,7.589633762836456299e-02,1.000871136784553528e-01,3.042166680097579956e-02,-4.280171394348144531e-01,4.695955514907836914e-01,7.322943806648254395e-01,-1.756183058023452759e-01,6.214521825313568115e-02,-1.306047197431325912e-02
1.723113656044006348e-01,1.077582500874996185e-02,7.506853342056274414e-01,9.954234957695007324e-01,-4.983539506793022156e-02,2.371033467352390289e-02,-7.801448553800582886e-02,-4.610064029693603516e-01,2.203006297349929810e-01,4.551873803138732910e-01,1.197129338979721069e-01,-7.092517614364624023e-02,-1.357895433902740479e-01,1.993575990200042725e-01,1.477238535881042480e-01,5.291449651122093201e-02,2.025653123855590820e-01,-3.345989286899566650e-01,-6.716059893369674683e-02,6.138207763433456421e-02,4.177270829677581787e-02,1.347202360630035400e-01,1.531163007020950317e-01,2.672272026538848877e-01,-2.676704227924346924e-01,9.474337100982666016e-01,2.328818291425704956e-01,7.778421044349670410e-02,1.003163903951644897e-01,3.121942467987537384e-02,-4.429446458816528320e-01,4.683744311332702637e-01,7.313598394393920898e-01,-1.768858581781387329e-01,6.737279146909713745e-02,-5.248694680631160736e-03
2.035539895296096802e-01,1.215429604053497314e-02,7.469162940979003906e-01,9.951753616333007812e-01,-4.799214377999305725e-02,2.811530232429504395e-02,-8.082240819931030273e-02,-4.662352502346038818e-01,2.058457732200622559e-01,4.598582088947296143e-01,1.231010854244232178e-01,-9.918909519910812378e-02,-1.035240069031715393e-01,2.130073308944702148e-01,1.360964030027389526e-01,5.691808462142944336e-02,2.624082863330841064e-01,-3.460923731327056885e-01,-6.441747397184371948e-02,6.623537838459014893e-02,3.275722637772560120e-02,1.270483285188674927e-01,1.530570983886718750e-01,2.628645598888397217e-01,-2.655491530895233154e-01,9.519329667091369629e-01,2.375780344009399414e-01,7.830988615751266479e-02,1.037958264350891113e-01,3.970162943005561829e-02,-4.543630778789520264e-01,4.673412144184112549e-01,7.314476370811462402e-01,-1.803268790245056152e-01,7.276000082492828369e-02,-3.466683672741055489e-03
